State,state fips code,county fips code,debt,latitude,longitude,City,Institution Type,Official Program Pass/Zone/Fail,Annual Earnings,Field Study Grouped,,
MN,27,41,1380,"46,729553","-94,6859",ALEXANDRIA,PUBLIC 2 TO 3 YEARS,PASS,51567,Sciences,,
MN,27,41,759,"46,729553","-94,6859",ALEXANDRIA,PUBLIC 2 TO 3 YEARS,PASS,51567,Sciences,,
MN,27,41,586,"46,729553","-94,6859",ALEXANDRIA,PUBLIC 2 TO 3 YEARS,PASS,51567,Sciences,,
MN,27,41,885,"46,729553","-94,6859",ALEXANDRIA,PUBLIC 2 TO 3 YEARS,PASS,51567,Sciences,,
MN,27,41,1229,"46,729553","-94,6859",ALEXANDRIA,PUBLIC 2 TO 3 YEARS,PASS,51567,Sciences,,
FL,12,11,50,"27,664827","-81,515754",MIAMI,PUBLIC 4 YEARS OR MORE,PASS,49519,Sciences,,
FL,12,57,50,"27,664827","-81,515754",TAMPA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,20578,Sciences,,
FL,12,57,50,"27,664827","-81,515754",TAMPA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,20578,Sciences,,
FL,12,57,50,"27,664827","-81,515754",TAMPA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,20578,Sciences,,
FL,12,57,50,"27,664827","-81,515754",TAMPA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,20578,Sciences,,
FL,12,57,50,"27,664827","-81,515754",TAMPA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,20578,Sciences,,
FL,12,57,50,"27,664827","-81,515754",TAMPA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,20578,Sciences,,
CO,8,1,50,"39,550051","-105,782067",DENVER,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59787,Management & Administration,,
CO,8,1,50,"39,550051","-105,782067",DENVER,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59787,Management & Administration,,
CO,8,1,50,"39,550051","-105,782067",DENVER,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59787,Management & Administration,,
CO,8,1,50,"39,550051","-105,782067",DENVER,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59787,Management & Administration,,
CO,8,1,50,"39,550051","-105,782067",DENVER,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59787,Management & Administration,,
CO,8,1,50,"39,550051","-105,782067",DENVER,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59787,Management & Administration,,
CO,8,1,50,"39,550051","-105,782067",DENVER,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59787,Management & Administration,,
CO,8,1,50,"39,550051","-105,782067",DENVER,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,59787,Management & Administration,,
AL,1,125,50,"32,318231","-86,902298",TUSCALOOSA,PUBLIC 2 TO 3 YEARS,PASS,30490,Health field,,
AL,1,35,50,"32,318231","-86,902298",EVERGREEN,PUBLIC 2 TO 3 YEARS,PASS,10582,Others,,
AL,1,35,50,"32,318231","-86,902298",EVERGREEN,PUBLIC 2 TO 3 YEARS,PASS,10582,Others,,
AL,1,35,50,"32,318231","-86,902298",EVERGREEN,PUBLIC 2 TO 3 YEARS,PASS,10582,Others,,
AL,1,35,50,"32,318231","-86,902298",EVERGREEN,PUBLIC 2 TO 3 YEARS,PASS,10582,Others,,
AL,1,33,483,"32,318231","-86,902298",MUSCLE SHOALS,PUBLIC 2 TO 3 YEARS,PASS,8202,Others,,
AL,1,33,586,"32,318231","-86,902298",MUSCLE SHOALS,PUBLIC 2 TO 3 YEARS,PASS,8202,Others,,
AL,1,73,50,"32,318231","-86,902298",SUMITON,PUBLIC 2 TO 3 YEARS,PASS,8908,Others,,
AL,1,73,50,"32,318231","-86,902298",SUMITON,PUBLIC 2 TO 3 YEARS,PASS,8908,Others,,
AL,1,73,50,"32,318231","-86,902298",SUMITON,PUBLIC 2 TO 3 YEARS,PASS,8908,Others,,
AL,1,101,50,"32,318231","-86,902298",MONTGOMERY,PUBLIC 2 TO 3 YEARS,PASS,21477,Sciences,,
AL,1,101,50,"32,318231","-86,902298",MONTGOMERY,PUBLIC 2 TO 3 YEARS,PASS,21477,Sciences,,
WA,53,53,812,"47,751074","-120,740139",LAKEWOOD,PUBLIC 4 YEARS OR MORE,PASS,44896,Health field,,
OH,39,173,696,"40,417287","-82,907123",PERRYSBURG,PUBLIC 2 TO 3 YEARS,PASS,17039,Health field,,
OH,39,173,990,"40,417287","-82,907123",PERRYSBURG,PUBLIC 2 TO 3 YEARS,PASS,17039,Health field,,
NC,37,159,50,"35,759573","-79,0193",SALISBURY,PUBLIC 2 TO 3 YEARS,PASS,14057,Others,,
NC,37,159,50,"35,759573","-79,0193",SALISBURY,PUBLIC 2 TO 3 YEARS,PASS,14057,Others,,
NC,37,159,50,"35,759573","-79,0193",SALISBURY,PUBLIC 2 TO 3 YEARS,PASS,14057,Others,,
NC,37,159,50,"35,759573","-79,0193",SALISBURY,PUBLIC 2 TO 3 YEARS,PASS,14057,Others,,
MN,27,17,759,"46,729553","-94,6859",DULUTH,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,64248,Health field,,
MN,27,17,1040,"46,729553","-94,6859",DULUTH,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,64248,Health field,,
MN,27,17,759,"46,729553","-94,6859",DULUTH,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,64248,Health field,,
MN,27,17,1622,"46,729553","-94,6859",DULUTH,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,64248,Health field,,
MN,27,7,288,"46,729553","-94,6859",BEMIDJI,PUBLIC 2 TO 3 YEARS,PASS,48841,Others,,
MN,27,7,1082,"46,729553","-94,6859",BEMIDJI,PUBLIC 2 TO 3 YEARS,PASS,48841,Others,,
MN,27,7,759,"46,729553","-94,6859",BEMIDJI,PUBLIC 2 TO 3 YEARS,PASS,48841,Others,,
MN,27,7,552,"46,729553","-94,6859",BEMIDJI,PUBLIC 2 TO 3 YEARS,PASS,48841,Others,,
MN,27,7,296,"46,729553","-94,6859",BEMIDJI,PUBLIC 2 TO 3 YEARS,PASS,48841,Others,,
LA,22,109,50,"31,244823","-92,145024",SCHRIEVER,PUBLIC 2 TO 3 YEARS,PASS,21429,Sciences,,
MA,25,17,1978,"42,407211","-71,382437",CONCORD,PUBLIC 2 TO 3 YEARS,PASS,31696,Health field,,
CT,9,1,2400,"41,603221","-73,087749",BRIDGEPORT,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,73503,Health field,,
IA,19,153,1174,"41,878003","-93,097702",DES MOINES,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,52291,Health field,,
MA,25,21,2986,"42,407211","-71,382437",BROCKTON,PUBLIC 2 TO 3 YEARS,PASS,28415,Health field,,
IL,17,43,4488,"40,633125","-89,398528",ADDISON,PROPRIETARY 4 YEARS OR MORE,PASS,50778,Health field,,
IL,17,43,2658,"40,633125","-89,398528",ADDISON,PROPRIETARY 4 YEARS OR MORE,PASS,50778,Health field,,
IL,17,43,2649,"40,633125","-89,398528",ADDISON,PROPRIETARY 4 YEARS OR MORE,PASS,50778,Health field,,
MO,29,37,1171,"37,964253","-91,831833",KANSAS CITY,PUBLIC 2 TO 3 YEARS,PASS,21550,Sciences,,
MO,29,37,351,"37,964253","-91,831833",KANSAS CITY,PUBLIC 2 TO 3 YEARS,PASS,21550,Sciences,,
NE,31,55,1311,"41,492537","-99,901813",OMAHA,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,38256,Health field,,
NJ,34,3,2761,"40,058324","-74,405661",TEANECK,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,67706,Health field,,
NJ,34,13,2001,"40,058324","-74,405661",MONTCLAIR,PROPRIETARY 2 TO 3 YEARS,PASS,65430,Health field,,
NJ,34,35,1795,"40,058324","-74,405661",PLAINFIELD,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,49684,Health field,,
NJ,34,35,3017,"40,058324","-74,405661",PLAINFIELD,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,49684,Health field,,
NY,36,15,3207,"43,299428","-74,217933",ELMIRA,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,57688,Health field,,
NC,37,25,1772,"35,759573","-79,0193",CHARLOTTE,PROPRIETARY 2 TO 3 YEARS,PASS,24362,Others,,
OH,39,81,1893,"40,417287","-82,907123",STEUBENVILLE,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,47820,Health field,,
PA,42,3,2048,"41,203322","-77,194525",NEW KENSINGTON,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,48613,Health field,,
PA,42,21,1455,"41,203322","-77,194525",JOHNSTOWN,PUBLIC 2 TO 3 YEARS,PASS,15872,Others,,
PA,42,21,2761,"41,203322","-77,194525",JOHNSTOWN,PUBLIC 2 TO 3 YEARS,PASS,15872,Others,,
PA,42,3,1697,"41,203322","-77,194525",PITTSBURGH,PUBLIC 4 YEARS OR MORE,PASS,37928,Others,,
PA,42,3,1311,"41,203322","-77,194525",PITTSBURGH,PUBLIC 4 YEARS OR MORE,PASS,37928,Others,,
PA,42,77,1974,"41,203322","-77,194525",BETHLEHEM,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,56456,Health field,,
PA,42,3,2525,"41,203322","-77,194525",PITTSBURGH,PUBLIC 4 YEARS OR MORE,PASS,37928,Others,,
PA,42,125,1657,"41,203322","-77,194525",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
PA,42,125,2691,"41,203322","-77,194525",WASHINGTON,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,67600,"Literature, Education & Human Sciences",,
PA,42,3,1657,"41,203322","-77,194525",PITTSBURGH,PUBLIC 4 YEARS OR MORE,PASS,37928,Others,,
TX,48,13,1690,"31,968599","-99,901813",SAN ANTONIO,PUBLIC 2 TO 3 YEARS,PASS,28903,Sciences,,
TX,48,13,1584,"31,968599","-99,901813",SAN ANTONIO,PUBLIC 2 TO 3 YEARS,PASS,28903,Sciences,,
TX,48,13,2115,"31,968599","-99,901813",SAN ANTONIO,PUBLIC 2 TO 3 YEARS,PASS,28903,Sciences,,
TX,48,13,1479,"31,968599","-99,901813",SAN ANTONIO,PUBLIC 2 TO 3 YEARS,PASS,28903,Sciences,,
TX,48,219,983,"31,968599","-99,901813",LUBBOCK,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,49926,Health field,,
TX,48,219,1360,"31,968599","-99,901813",LUBBOCK,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,49926,Health field,,
IL,17,43,374,"40,633125","-89,398528",GLEN ELLYN,PUBLIC 2 TO 3 YEARS,PASS,18563,Others,,
IL,17,43,1191,"40,633125","-89,398528",GLEN ELLYN,PUBLIC 2 TO 3 YEARS,PASS,18563,Others,,
MO,29,189,2099,"37,964253","-91,831833",SAINT LOUIS,PUBLIC 2 TO 3 YEARS,PASS,23163,Others,,
CA,6,37,870,"36,778261","-119,417932",VAN NUYS,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,18357,Health field,,
CA,6,37,3261,"36,778261","-119,417932",VAN NUYS,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,18357,Health field,,
CA,6,37,2328,"36,778261","-119,417932",VAN NUYS,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,18357,Health field,,
FL,12,9,371,"27,664827","-81,515754",ORLANDO,PUBLIC 4 YEARS OR MORE,PASS,42934,Sciences,,
IL,17,143,50,"40,633125","-89,398528",EAST PEORIA,PUBLIC 2 TO 3 YEARS,PASS,19650,Health field,,
IL,17,143,482,"40,633125","-89,398528",EAST PEORIA,PUBLIC 2 TO 3 YEARS,PASS,19650,Health field,,
KS,20,143,2382,"39,011902","-98,484246",SALINA,PUBLIC 2 TO 3 YEARS,PASS,35325,Sciences,,
KS,20,143,2421,"39,011902","-98,484246",SALINA,PUBLIC 2 TO 3 YEARS,PASS,35325,Sciences,,
KS,20,143,2257,"39,011902","-98,484246",SALINA,PUBLIC 2 TO 3 YEARS,PASS,35325,Sciences,,
KS,20,143,1096,"39,011902","-98,484246",SALINA,PUBLIC 2 TO 3 YEARS,PASS,35325,Sciences,,
KS,20,143,2404,"39,011902","-98,484246",SALINA,PUBLIC 2 TO 3 YEARS,PASS,35325,Sciences,,
KS,20,143,2980,"39,011902","-98,484246",SALINA,PUBLIC 2 TO 3 YEARS,PASS,35325,Sciences,,
KS,20,143,2663,"39,011902","-98,484246",SALINA,PUBLIC 2 TO 3 YEARS,PASS,35325,Sciences,,
KS,20,143,3396,"39,011902","-98,484246",SALINA,PUBLIC 2 TO 3 YEARS,PASS,35325,Sciences,,
KS,20,143,882,"39,011902","-98,484246",SALINA,PUBLIC 2 TO 3 YEARS,PASS,35325,Sciences,,
KS,20,143,2865,"39,011902","-98,484246",SALINA,PUBLIC 2 TO 3 YEARS,PASS,35325,Sciences,,
KS,20,143,2418,"39,011902","-98,484246",SALINA,PUBLIC 2 TO 3 YEARS,PASS,35325,Sciences,,
ME,23,11,621,"45,253783","-69,445469",AUGUSTA,PUBLIC 2 TO 3 YEARS,PASS,12561,Others,,
MI,26,35,461,"44,314844","-85,602364",HARRISON,PUBLIC 2 TO 3 YEARS,PASS,28866,Sciences,,
MI,26,35,1442,"44,314844","-85,602364",HARRISON,PUBLIC 2 TO 3 YEARS,PASS,28866,Sciences,,
MN,27,71,798,"46,729553","-94,6859",INTERNATIONAL FALLS,PUBLIC 2 TO 3 YEARS,PASS,34426,Health field,,
MT,30,29,352,"46,879682","-110,362566",KALISPELL,PUBLIC 2 TO 3 YEARS,PASS,46912,Others,,
NY,36,1,368,"43,299428","-74,217933",SCHENECTADY,PUBLIC 2 TO 3 YEARS,PASS,33073,Health field,,
SC,45,17,13,"33,836081","-81,163725",ORANGEBURG,PUBLIC 2 TO 3 YEARS,PASS,29299,Sciences,,
NJ,34,7,566,"40,058324","-74,405661",BLACKWOOD,PUBLIC 2 TO 3 YEARS,PASS,32197,Health field,,
NJ,34,7,547,"40,058324","-74,405661",BLACKWOOD,PUBLIC 2 TO 3 YEARS,PASS,32197,Health field,,
OH,39,41,379,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,174,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,467,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,350,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,507,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,277,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,1306,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,740,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,810,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,116,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,551,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,744,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,803,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,365,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,217,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,262,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,175,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
OH,39,41,197,"40,417287","-82,907123",COLUMBUS,PUBLIC 4 YEARS OR MORE,PASS,40227,Others,,
MI,26,77,1136,"44,314844","-85,602364",KALAMAZOO,PUBLIC 2 TO 3 YEARS,PASS,63278,Sciences,,
MI,26,77,821,"44,314844","-85,602364",KALAMAZOO,PUBLIC 2 TO 3 YEARS,PASS,63278,Sciences,,
MI,26,77,310,"44,314844","-85,602364",KALAMAZOO,PUBLIC 2 TO 3 YEARS,PASS,63278,Sciences,,
KY,21,69,293,"37,839333","-84,270018",MAYSVILLE,PUBLIC 2 TO 3 YEARS,PASS,19441,Health field,,
KY,21,69,320,"37,839333","-84,270018",MAYSVILLE,PUBLIC 2 TO 3 YEARS,PASS,19441,Health field,,
KY,21,69,50,"37,839333","-84,270018",MAYSVILLE,PUBLIC 2 TO 3 YEARS,PASS,19441,Health field,,
KY,21,29,258,"37,839333","-84,270018",LOUISVILLE,PROPRIETARY 4 YEARS OR MORE,FAIL,23015,Others,,
KY,21,29,860,"37,839333","-84,270018",LOUISVILLE,PROPRIETARY 4 YEARS OR MORE,FAIL,23015,Others,,
KY,21,119,362,"37,839333","-84,270018",HAZARD,PUBLIC 2 TO 3 YEARS,PASS,12257,Others,,
KY,21,119,50,"37,839333","-84,270018",HAZARD,PUBLIC 2 TO 3 YEARS,PASS,12257,Others,,
KY,21,119,295,"37,839333","-84,270018",HAZARD,PUBLIC 2 TO 3 YEARS,PASS,12257,Others,,
KS,20,91,815,"39,011902","-98,484246",OLATHE,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,41932,"Literature, Education & Human Sciences",,
CA,6,73,1454,"36,778261","-119,417932",NATIONAL CITY,PROPRIETARY 2 TO 3 YEARS,ZONE,14777,Others,,
CA,6,73,2393,"36,778261","-119,417932",NATIONAL CITY,PROPRIETARY 2 TO 3 YEARS,ZONE,14777,Others,,
CA,6,73,874,"36,778261","-119,417932",NATIONAL CITY,PROPRIETARY 2 TO 3 YEARS,ZONE,14777,Others,,
PA,42,91,1588,"41,203322","-77,194525",WILLOW GROVE,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,65779,Health field,,
PA,42,3,1311,"41,203322","-77,194525",PITTSBURGH,PUBLIC 4 YEARS OR MORE,PASS,37928,Others,,
PA,42,3,2230,"41,203322","-77,194525",PITTSBURGH,PUBLIC 4 YEARS OR MORE,PASS,37928,Others,,
PA,42,3,1458,"41,203322","-77,194525",PITTSBURGH,PUBLIC 4 YEARS OR MORE,PASS,37928,Others,,
PA,42,3,1563,"41,203322","-77,194525",PITTSBURGH,PUBLIC 4 YEARS OR MORE,PASS,37928,Others,,
VA,51,191,50,"37,431573","-78,656894",ABINGDON,PUBLIC 2 TO 3 YEARS,PASS,31207,Health field,,
PA,42,45,483,"41,203322","-77,194525",MEDIA,PUBLIC 2 TO 3 YEARS,PASS,44873,Sciences,,
PA,42,45,103,"41,203322","-77,194525",MEDIA,PUBLIC 2 TO 3 YEARS,PASS,44873,Sciences,,
PA,42,45,483,"41,203322","-77,194525",MEDIA,PUBLIC 2 TO 3 YEARS,PASS,44873,Sciences,,
CA,6,111,860,"36,778261","-119,417932",MOORPARK,PUBLIC 2 TO 3 YEARS,PASS,24217,Others,,
IL,17,81,564,"40,633125","-89,398528",INA,PUBLIC 2 TO 3 YEARS,PASS,12486,Others,,
IA,19,153,772,"41,878003","-93,097702",ANKENY,PUBLIC 2 TO 3 YEARS,PASS,45641,Sciences,,
IA,19,153,727,"41,878003","-93,097702",ANKENY,PUBLIC 2 TO 3 YEARS,PASS,45641,Sciences,,
IA,19,153,762,"41,878003","-93,097702",ANKENY,PUBLIC 2 TO 3 YEARS,PASS,45641,Sciences,,
IA,19,153,759,"41,878003","-93,097702",ANKENY,PUBLIC 2 TO 3 YEARS,PASS,45641,Sciences,,
IA,19,153,713,"41,878003","-93,097702",ANKENY,PUBLIC 2 TO 3 YEARS,PASS,45641,Sciences,,
IA,19,153,894,"41,878003","-93,097702",ANKENY,PUBLIC 2 TO 3 YEARS,PASS,45641,Sciences,,
IA,19,153,635,"41,878003","-93,097702",ANKENY,PUBLIC 2 TO 3 YEARS,PASS,45641,Sciences,,
CA,6,37,698,"36,778261","-119,417932",GRANADA HILLS,PROPRIETARY LESS THAN 2 YEARS,PASS,13750,Others,,
CA,6,37,536,"36,778261","-119,417932",GRANADA HILLS,PROPRIETARY LESS THAN 2 YEARS,PASS,13750,Others,,
CA,6,19,50,"36,778261","-119,417932",FRESNO,PROPRIETARY LESS THAN 2 YEARS,PASS,10470,Others,,
CA,6,37,2623,"36,778261","-119,417932",LOS ANGELES,PUBLIC 2 TO 3 YEARS,PASS,17085,Others,,
CA,6,37,2623,"36,778261","-119,417932",LOS ANGELES,PUBLIC 2 TO 3 YEARS,PASS,17085,Others,,
IL,17,167,418,"40,633125","-89,398528",SPRINGFIELD,PUBLIC 2 TO 3 YEARS,PASS,32332,Health field,,
MI,26,39,897,"44,314844","-85,602364",ROSCOMMON,PUBLIC 2 TO 3 YEARS,PASS,34782,Health field,,
CA,6,99,1311,"36,778261","-119,417932",MODESTO,PROPRIETARY LESS THAN 2 YEARS,ZONE,11539,Others,,
PA,42,77,621,"41,203322","-77,194525",BETHLEHEM,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,56456,Health field,,
CA,6,37,1221,"36,778261","-119,417932",UPLAND,PROPRIETARY LESS THAN 2 YEARS,ZONE,12054,Others,,
CA,6,37,648,"36,778261","-119,417932",UPLAND,PROPRIETARY LESS THAN 2 YEARS,ZONE,12054,Others,,
CA,6,111,430,"36,778261","-119,417932",OXNARD,PROPRIETARY LESS THAN 2 YEARS,PASS,11760,Others,,
CA,6,67,1457,"36,778261","-119,417932",SACRAMENTO,PUBLIC 2 TO 3 YEARS,PASS,12015,Others,,
CA,6,67,693,"36,778261","-119,417932",SACRAMENTO,PUBLIC 2 TO 3 YEARS,PASS,12015,Others,,
IL,17,95,50,"40,633125","-89,398528",GALESBURG,PUBLIC 2 TO 3 YEARS,PASS,51468,Health field,,
IL,17,95,50,"40,633125","-89,398528",GALESBURG,PUBLIC 2 TO 3 YEARS,PASS,51468,Health field,,
AZ,4,19,1308,"34,048928","-111,093731",TUCSON,PROPRIETARY LESS THAN 2 YEARS,PASS,19257,Others,,
OH,39,81,50,"40,417287","-82,907123",STEUBENVILLE,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",PASS,47820,Health field,,
TX,48,39,50,"31,968599","-99,901813",LAKE JACKSON,PUBLIC 4 YEARS OR MORE,PASS,37596,Sciences,,
CT,9,3,2576,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
CT,9,3,2447,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
CT,9,3,1795,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
CT,9,3,1695,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
CT,9,3,1859,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
CT,9,3,1906,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
CT,9,3,1657,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
CT,9,3,1928,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
CT,9,3,1955,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
CT,9,3,2485,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
CT,9,3,1657,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
CT,9,3,1192,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
CT,9,3,2676,"41,603221","-73,087749",NEW BRITAIN,PUBLIC 4 YEARS OR MORE,PASS,94395,"Literature, Education & Human Sciences",,
NY,36,27,1726,"43,299428","-74,217933",HYDE PARK,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PASS,36296,Others,,
CT,9,9,2719,"41,603221","-73,087749",BRANFORD,PROPRIETARY LESS THAN 2 YEARS,ZONE,28287,Others,,
CT,9,9,2755,"41,603221","-73,087749",BRANFORD,PROPRIETARY LESS THAN 2 YEARS,ZONE,28287,Others,,
CT,9,9,2775,"41,603221","-73,087749",BRANFORD,PROPRIETARY LESS THAN 2 YEARS,ZONE,28287,Others,,
CT,9,9,2695,"41,603221","-73,087749",BRANFORD,PROPRIETARY LESS THAN 2 YEARS,ZONE,28287,Others,,
CT,9,9,1653,"41,603221","-73,087749",BRANFORD,PROPRIETARY LESS THAN 2 YEARS,ZONE,28287,Others,,
CT,9,9,1630,"41,603221","-73,087749",BRANFORD,PROPRIETARY LESS THAN 2 YEARS,ZONE,28287,Others,,
IA,19,149,759,"41,878003","-93,097702",SIOUX CITY,PUBLIC 2 TO 3 YEARS,PASS,38468,Sciences,,
IA,19,149,618,"41,878003","-93,097702",SIOUX CITY,PUBLIC 2 TO 3 YEARS,PASS,38468,Sciences,,
IA,19,149,378,"41,878003","-93,097702",SIOUX CITY,PUBLIC 2 TO 3 YEARS,PASS,38468,Sciences,,
IA,19,149,621,"41,878003","-93,097702",SIOUX CITY,PUBLIC 2 TO 3 YEARS,PASS,38468,Sciences,,
IA,19,149,1068,"41,878003","-93,097702",SIOUX CITY,PUBLIC 2 TO 3 YEARS,PASS,38468,Sciences,,
IN,18,11,5359,"40,551217","-85,602364",INDIANAPOLIS,PUBLIC 4 YEARS OR MORE,PASS,39568,Sciences,,
IN,18,11,4029,"40,551217","-85,602364",INDIANAPOLIS,PUBLIC 4 YEARS OR MORE,PASS,39568,Sciences,,
IN,18,11,4861,"40,551217","-85,602364",INDIANAPOLIS,PUBLIC 4 YEARS OR MORE,PASS,39568,Sciences,,
IN,18,11,5986,"40,551217","-85,602364",INDIANAPOLIS,PUBLIC 4 YEARS OR MORE,PASS,39568,Sciences,,
IN,18,11,4578,"40,551217","-85,602364",INDIANAPOLIS,PUBLIC 4 YEARS OR MORE,PASS,39568,Sciences,,
IN,18,11,4625,"40,551217","-85,602364",INDIANAPOLIS,PUBLIC 4 YEARS OR MORE,PASS,39568,Sciences,,
